Light,Time,O2 signal,H2O2 signal,,H2O2,
138,10:15:14,0.2951,-0.0073091,,,
138,10:15:15,0.2952,-0.0074135,,,
138,10:15:16,0.2951,-0.0073982,,,
138,10:15:17,0.29498,-0.0073326,,,
138,10:15:18,0.29499,-0.0072995,,,
138,10:15:19,0.29498,-0.0074287,,,
138,10:15:20,0.29487,-0.007472,,,
138,10:15:21,0.29493,-0.0073447,,,
138,10:15:22,0.29493,-0.0074039,,,
138,10:15:23,0.2951,-0.0073237,,,
138,10:15:24,0.29501,-0.0072027,,,
138,10:15:25,0.29505,-0.0073237,,,
138,10:15:26,0.29508,-0.0073046,,,
138,10:15:27,0.29509,-0.0073695,,,
138,10:15:28,0.29514,-0.0072505,,,
138,10:15:29,0.2951,-0.0072893,,,
138,10:15:30,0.2951,-0.0072626,,,
138,10:15:31,0.29504,-0.0072238,,,
138,10:15:32,0.29507,-0.0071607,,,
138,10:15:33,0.29514,-0.0072078,,,
138,10:15:34,0.29502,-0.0071836,,,
138,10:15:35,0.29508,-0.0071951,,,
138,10:15:36,0.29509,-0.0071614,,,
138,10:15:37,0.29516,-0.0070793,,,
138,10:15:38,0.29512,-0.0071531,,,
138,10:15:39,0.29507,-0.0071232,,,
138,10:15:40,0.29514,-0.007253,,,
138,10:15:41,0.29519,-0.0073001,,,
138,10:15:42,0.29511,-0.0073014,,,
138,10:15:43,0.29508,-0.0074026,,,
138,10:15:44,0.29503,-0.0072066,,,
138,10:15:45,0.29514,-0.0073001,,,
138,10:15:46,0.29503,-0.007218,,,
138,10:15:47,0.2949,-0.0072632,,,
138,10:15:48,0.29486,-0.0072938,,,
138,10:15:49,0.29483,-0.0072486,,,
138,10:15:50,0.29487,-0.0073867,,,
138,10:15:51,0.29478,-0.0073727,,,
138,10:15:52,0.29494,-0.0072855,,,
138,10:15:53,0.2948,-0.007381,,,
138,10:15:54,0.29484,-0.0073702,,,
138,10:15:55,0.29489,-0.0073982,,,
138,10:15:56,0.2947,-0.0074007,,,
138,10:15:57,0.29483,-0.0073746,,,
138,10:15:58,0.29479,-0.0073447,,,
138,10:15:59,0.29469,-0.0073638,,,
138,10:16:00,0.29484,-0.0073886,,,
138,10:16:01,0.29471,-0.0073371,,,
138,10:16:02,0.2946,-0.0072581,,,
138,10:16:03,0.29477,-0.0073262,,,
138,10:16:04,0.29466,-0.0072104,,,
138,10:16:05,0.29469,-0.0073441,,,
138,10:16:06,0.29446,-0.0072339,,,
138,10:16:07,0.29468,-0.0072677,,,
138,10:16:08,0.29458,-0.0072836,,,
138,10:16:09,0.29455,-0.0071887,,,
138,10:16:10,0.29455,-0.007353,,,
138,10:16:11,0.29455,-0.0074733,,,
138,10:16:12,0.29458,-0.0072868,,,
138,10:16:13,0.29451,-0.0073759,,,
138,10:16:14,0.2945,-0.0073549,,,
138,10:16:15,0.29448,-0.0073644,,,
138,10:16:16,0.29462,-0.0073663,,,
138,10:16:17,0.29455,-0.0074446,,,
138,10:16:18,0.29451,-0.0074135,,,
138,10:16:19,0.29477,-0.0074122,,,
138,10:16:20,0.29472,-0.0073854,,,
138,10:16:21,0.29459,-0.0074618,,,
138,10:16:22,0.29456,-0.0075605,,,
138,10:16:23,0.2946,-0.0073562,,,
138,10:16:24,0.29463,-0.007409,,,
138,10:16:25,0.29476,-0.0073791,,,
138,10:16:26,0.29474,-0.0071989,,,
138,10:16:27,0.29477,-0.0073721,,,
138,10:16:28,0.29479,-0.0073721,,,
138,10:16:29,0.29477,-0.0074593,,,
138,10:16:30,0.29469,-0.0074033,,,
138,10:16:31,0.29478,-0.0074077,,,
138,10:16:32,0.29479,-0.007444,,,
138,10:16:33,0.29478,-0.0073167,,,
138,10:16:34,0.29467,-0.0075045,,,
138,10:16:35,0.29472,-0.007493,,,
138,10:16:36,0.29483,-0.0074351,,,
138,10:16:37,0.29499,-0.0074421,,,
138,10:16:38,0.29492,-0.0074599,,,
138,10:16:39,0.29494,-0.0074739,,,
138,10:16:40,0.29508,-0.0072696,,,
138,10:16:41,0.29517,-0.0073078,,,
138,10:16:42,0.29517,-0.0073683,,,
138,10:16:43,0.29519,-0.007304,,,
138,10:16:44,0.29525,-0.0073014,,,
138,10:16:45,0.29507,-0.0073097,,,
138,10:16:46,0.29494,-0.0072288,,,
138,10:16:47,0.29478,-0.0073141,,,
138,10:16:48,0.29473,-0.0073912,,,
138,10:16:49,0.2947,-0.0074115,,,
138,10:16:50,0.29471,-0.0075115,,,
138,10:16:51,0.29479,-0.007486,,,
138,10:16:52,0.29459,-0.007437,,,
138,10:16:53,0.29466,-0.007486,,,
138,10:16:54,0.29485,-0.0074376,,,
138,10:16:55,0.29469,-0.0073816,,,
138,10:16:56,0.29467,-0.0074001,,,
138,10:16:57,0.2947,-0.0073103,,,
138,10:16:58,0.29463,-0.007267,,,
138,10:16:59,0.29465,-0.0074154,,,
138,10:17:00,0.29471,-0.0074733,,,
138,10:17:01,0.29462,-0.0075026,,,
138,10:17:02,0.2947,-0.0074179,,,
138,10:17:03,0.29471,-0.0073625,,,
138,10:17:04,0.29469,-0.0073676,,,
138,10:17:05,0.29467,-0.0073842,,,
138,10:17:06,0.29474,-0.0073835,,,
138,10:17:07,0.29485,-0.0073924,,,
138,10:17:08,0.29499,-0.007232,,,
138,10:17:09,0.29492,-0.0072817,,,
138,10:17:10,0.29508,-0.0073218,,,
138,10:17:11,0.29493,-0.0073243,,,
138,10:17:12,0.29494,-0.007267,,,
138,10:17:13,0.29512,-0.0073161,,,
138,10:17:14,0.295,-0.0073542,,,
138,10:17:15,0.295,-0.0073148,,,
138,10:17:16,0.29499,-0.0073683,,,
138,10:17:17,0.29493,-0.0073091,,,
138,10:17:18,0.29499,-0.0071811,,,
138,10:17:19,0.29477,-0.0072486,,,
138,10:17:20,0.29472,-0.0072537,,,
138,10:17:21,0.29505,-0.0073301,,,
138,10:17:22,0.2948,-0.0072963,,,
138,10:17:23,0.29488,-0.0071671,,,
138,10:17:24,0.29504,-0.0071735,,,
138,10:17:25,0.29495,-0.0072263,,,
138,10:17:26,0.2949,-0.0072581,,,
138,10:17:27,0.29486,-0.0072454,,,
138,10:17:28,0.29505,-0.0071938,,,
138,10:17:29,0.29515,-0.0071321,,,
138,10:17:30,0.295,-0.0072479,,,
138,10:17:31,0.29524,-0.007297,,,
138,10:17:32,0.29573,-0.0073173,,,
138,10:17:33,0.29604,-0.0072588,,,
138,10:17:34,0.2962,-0.0072212,,,
138,10:17:35,0.29614,-0.0073078,,,
138,10:17:36,0.29542,-0.0073199,,,
138,10:17:37,0.29517,-0.0073135,,,
138,10:17:38,0.29523,-0.0072078,,,
138,10:17:39,0.29485,-0.0072473,,,
138,10:17:40,0.29506,-0.0072346,,,
138,10:17:41,0.29488,-0.0071658,,,
138,10:17:42,0.29515,-0.0073116,,,
138,10:17:43,0.29507,-0.0072709,,,
138,10:17:44,0.29478,-0.0072276,,,
138,10:17:45,0.29477,-0.0072193,,,
138,10:17:46,0.29448,-0.0071983,,,
138,10:17:47,0.2942,-0.0072352,,,
138,10:17:48,0.29422,-0.0072346,,,
138,10:17:49,0.29432,-0.0072123,,,
138,10:17:50,0.29464,-0.0072505,,,
138,10:17:51,0.29443,-0.0074103,,,
138,10:17:52,0.29434,-0.0073797,,,
138,10:17:53,0.29396,-0.007416,,,
138,10:17:54,0.29408,-0.0074154,,,
138,10:17:55,0.29426,-0.0072441,,,
138,10:17:56,0.29407,-0.0073364,,,
138,10:17:57,0.29401,-0.0072798,,,
138,10:17:58,0.29399,-0.0072721,,,
138,10:17:59,0.29375,-0.0073065,,,
138,10:18:00,0.29362,-0.0073192,,,
138,10:18:01,0.29338,-0.0071652,,,
138,10:18:02,0.29327,-0.0072441,,,
138,10:18:03,0.29339,-0.007225,,,
138,10:18:04,0.29332,-0.0072104,,,
138,10:18:05,0.29305,-0.0072594,,,
138,10:18:06,0.29349,-0.0073632,,,
138,10:18:07,0.2937,-0.0072581,,,
138,10:18:08,0.29329,-0.0073931,,,
138,10:18:09,0.29299,-0.0073307,,,
138,10:18:10,0.29314,-0.0073046,,,
138,10:18:11,0.29306,-0.0073141,,,
138,10:18:12,0.29291,-0.0073237,,,
138,10:18:13,0.29335,-0.0073116,,,
138,10:18:14,0.29346,-0.0071034,,,
138,10:18:15,0.29347,-0.0073326,,,
138,10:18:16,0.29319,-0.0072562,,,
138,10:18:17,0.29308,-0.0073727,,,
138,10:18:18,0.29288,-0.0072804,,,
138,10:18:19,0.29237,-0.0072199,,,
138,10:18:20,0.29187,-0.007283,,,
138,10:18:21,0.29138,-0.0073358,,,
138,10:18:22,0.29099,-0.0073912,,,
138,10:18:23,0.29092,-0.0073759,,,
138,10:18:24,0.29127,-0.0073485,,,
138,10:18:25,0.29163,-0.0074147,,,
138,10:18:26,0.29238,-0.0073854,,,
138,10:18:27,0.29294,-0.0073562,,,
138,10:18:28,0.29262,-0.0073994,,,
138,10:18:29,0.29224,-0.0073492,,,
138,10:18:30,0.29205,-0.0072333,,,
138,10:18:31,0.29242,-0.0073231,,,
138,10:18:32,0.29304,-0.0073848,,,
138,10:18:33,0.29299,-0.0074968,,,
138,10:18:34,0.29302,-0.0073568,,,
138,10:18:35,0.29354,-0.0072155,,,
138,10:18:36,0.29366,-0.0072632,,,
138,10:18:37,0.29381,-0.0072263,,,
138,10:18:38,0.29397,-0.0072238,,,
138,10:18:39,0.29461,-0.0072206,,,
138,10:18:40,0.29503,-0.007288,,,
138,10:18:41,0.29529,-0.007197,,,
138,10:18:42,0.29524,-0.0072912,,,
138,10:18:43,0.29538,-0.0073982,,,
138,10:18:44,0.2951,-0.0073428,,,
138,10:18:45,0.29481,-0.0071264,,,
138,10:18:46,0.29457,-0.007276,,,
138,10:18:47,0.29407,-0.0072931,,,
138,10:18:48,0.29389,-0.0071747,,,
138,10:18:49,0.29375,-0.0072002,,,
138,10:18:50,0.29373,-0.0073148,,,
138,10:18:51,0.29391,-0.0073581,,,
138,10:18:52,0.29388,-0.0071639,,,
138,10:18:53,0.29381,-0.007155,,,
138,10:18:54,0.2939,-0.0073733,,,
138,10:18:55,0.29385,-0.0071792,,,
138,10:18:56,0.29368,-0.007134,,,
138,10:18:57,0.29384,-0.0071951,,,
138,10:18:58,0.29383,-0.0073753,,,
138,10:18:59,0.29376,-0.007346,,,
138,10:19:00,0.29381,-0.0073033,,,
138,10:19:01,0.29374,-0.0072384,,,
138,10:19:02,0.29379,-0.0071741,,,
138,10:19:03,0.29376,-0.0073441,,,
138,10:19:04,0.29394,-0.0073587,,,
138,10:19:05,0.29406,-0.0072072,,,
138,10:19:06,0.29433,-0.0073313,,,
138,10:19:07,0.29459,-0.0071817,,,
138,10:19:08,0.29475,-0.0072403,,,
138,10:19:09,0.29502,-0.0073116,,,
138,10:19:10,0.29518,-0.0072868,,,
138,10:19:11,0.29532,-0.0072097,,,
138,10:19:12,0.29509,-0.0071843,,,
138,10:19:13,0.29527,-0.0072409,,,
138,10:19:14,0.29518,-0.0073046,,,
138,10:19:15,0.2951,-0.0071836,,,
138,10:19:16,0.29504,-0.0073396,,,
138,10:19:17,0.29516,-0.007253,,,
138,10:19:18,0.29506,-0.0072537,,,
138,10:19:19,0.29495,-0.0071525,,,
138,10:19:20,0.29501,-0.0071856,,,
138,10:19:21,0.29482,-0.0072734,,,
138,10:19:22,0.29467,-0.0072187,,,
138,10:19:23,0.29454,-0.0072327,,,
138,10:19:24,0.29418,-0.0072925,,,
138,10:19:25,0.29389,-0.0072995,,,
138,10:19:26,0.29362,-0.0071875,,,
138,10:19:27,0.29321,-0.007134,,,
138,10:19:28,0.29301,-0.0072632,,,
138,10:19:29,0.29305,-0.0072919,,,
138,10:19:30,0.29327,-0.0073288,,,
138,10:19:31,0.29341,-0.0072403,,,
138,10:19:32,0.29378,-0.0071856,,,
138,10:19:33,0.29394,-0.0072785,,,
138,10:19:34,0.29419,-0.0072658,,,
138,10:19:35,0.29426,-0.007283,,,
138,10:19:36,0.29423,-0.0072168,,,
138,10:19:37,0.29428,-0.0071805,,,
138,10:19:38,0.29437,-0.0072263,,,
138,10:19:39,0.29464,-0.0073192,,,
138,10:19:40,0.29475,-0.007318,,,
138,10:19:41,0.29494,-0.0072925,,,
138,10:19:42,0.29499,-0.0071957,,,
138,10:19:43,0.29508,-0.0073231,,,
138,10:19:44,0.29507,-0.0073428,,,
138,10:19:45,0.29487,-0.0072594,,,
138,10:19:46,0.29482,-0.0072658,,,
138,10:19:47,0.2947,-0.0072148,,,
138,10:19:48,0.29444,-0.0073301,,,
138,10:19:49,0.29432,-0.0072072,,,
138,10:19:50,0.29422,-0.00736,,,
138,10:19:51,0.29405,-0.0072384,,,
138,10:19:52,0.2939,-0.0072295,,,
138,10:19:53,0.29379,-0.0072308,,,
138,10:19:54,0.29373,-0.0072378,,,
138,10:19:55,0.29361,-0.0072263,,,
138,10:19:56,0.29365,-0.0071786,,,
138,10:19:57,0.29369,-0.007197,,,
138,10:19:58,0.29385,-0.0072117,,,
138,10:19:59,0.29373,-0.0072276,,,
138,10:20:00,0.2939,-0.0072772,,,
138,10:20:01,0.29386,-0.0072588,,,
138,10:20:02,0.29399,-0.0073988,,,
138,10:20:03,0.29403,-0.0072836,,,
138,10:20:04,0.29407,-0.007332,,,
138,10:20:05,0.29419,-0.0073103,,,
138,10:20:06,0.29419,-0.007239,,,
138,10:20:07,0.29431,-0.0073154,,,
138,10:20:08,0.2943,-0.0072696,,,
138,10:20:09,0.29456,-0.0073912,,,
138,10:20:10,0.29462,-0.0071881,,,
138,10:20:11,0.29476,-0.0072919,,,
138,10:20:12,0.2947,-0.0073065,,,
138,10:20:13,0.29476,-0.0072728,,,
138,10:20:14,0.29476,-0.0072155,,,
138,10:20:15,0.29469,-0.0071913,,,
138,10:20:16,0.29489,-0.0072505,,,
138,10:20:17,0.29484,-0.0072721,,,
138,10:20:18,0.29461,-0.0072569,,,
138,10:20:19,0.29433,-0.00719,,,
138,10:20:20,0.2941,-0.0072371,,,
138,10:20:21,0.2938,-0.0072257,,,
138,10:20:22,0.29382,-0.0072543,,,
138,10:20:23,0.29369,-0.0072562,,,
138,10:20:24,0.29341,-0.0072059,,,
138,10:20:25,0.29333,-0.0072995,,,
138,10:20:26,0.29318,-0.0072486,,,
138,10:20:27,0.29328,-0.0072549,,,
138,10:20:28,0.2937,-0.0072505,,,
138,10:20:29,0.29372,-0.0072849,,,
138,10:20:30,0.29401,-0.0073447,,,
138,10:20:31,0.29406,-0.0072906,,,
138,10:20:32,0.29427,-0.0072976,,,
138,10:20:33,0.29414,-0.0072352,,,
138,10:20:34,0.29425,-0.0072416,,,
138,10:20:35,0.29416,-0.0072499,,,
138,10:20:36,0.29423,-0.0073129,,,
138,10:20:37,0.29424,-0.0073307,,,
138,10:20:38,0.29434,-0.0073453,,,
138,10:20:39,0.29446,-0.0072944,,,
138,10:20:40,0.29446,-0.0073721,,,
138,10:20:41,0.29439,-0.0072569,,,
138,10:20:42,0.2945,-0.0074612,,,
138,10:20:43,0.29515,-0.0074485,,,
138,10:20:44,0.29544,-0.0074529,,,
138,10:20:45,0.29585,-0.0074707,,,
138,10:20:46,0.29602,-0.0073549,,,
138,10:20:47,0.29617,-0.0074765,,,
138,10:20:48,0.2964,-0.0074001,,,
138,10:20:49,0.29636,-0.0074338,,,
138,10:20:50,0.29621,-0.0072766,,,
138,10:20:51,0.29621,-0.0072925,,,
138,10:20:52,0.29628,-0.0074663,,,
138,10:20:53,0.29607,-0.0073301,,,
138,10:20:54,0.29614,-0.0073224,,,
138,10:20:55,0.29619,-0.007274,,,
138,10:20:56,0.29634,-0.0073549,,,
138,10:20:57,0.2963,-0.0074275,,,
138,10:20:58,0.29609,-0.0074211,,,
138,10:20:59,0.29571,-0.0074211,,,
138,10:21:00,0.29538,-0.0072791,,,
138,10:21:01,0.29526,-0.007458,,,
138,10:21:02,0.2956,-0.0076923,,,
138,10:21:03,0.29656,-0.007803,,,
138,10:21:04,0.29621,-0.0076019,,,
138,10:21:05,0.29604,-0.0076674,,,
138,10:21:06,0.29605,-0.0076108,,,
138,10:21:07,0.29568,-0.0076503,,,
138,10:21:08,0.29485,-0.0076611,,,
138,10:21:09,0.29488,-0.0078457,,,
138,10:21:10,0.29517,-0.0076834,,,
138,10:21:11,0.29549,-0.0080405,,,
138,10:21:12,0.29548,-0.0076897,,,
138,10:21:13,0.29519,-0.0076795,,,
138,10:21:14,0.29505,-0.0078342,,,
138,10:21:15,0.29478,-0.0076585,,,
138,10:21:16,0.29455,-0.0076203,,,
138,10:21:17,0.29455,-0.0076623,,,
138,10:21:18,0.29442,-0.0076401,,,
138,10:21:19,0.29453,-0.0076261,,,
138,10:21:20,0.29439,-0.0076178,,,
138,10:21:21,0.29454,-0.0076019,,,
138,10:21:22,0.29449,-0.0077426,,,
138,10:21:23,0.29436,-0.0076458,,,
138,10:21:24,0.29423,-0.0077527,,,
138,10:21:25,0.29403,-0.0076509,,,
138,10:21:26,0.29395,-0.00757,,,
138,10:21:27,0.29391,-0.0077305,,,
138,10:21:28,0.294,-0.0076999,,,
138,10:21:29,0.29413,-0.0075675,,,
138,10:21:30,0.29409,-0.0077018,,,
138,10:21:31,0.29414,-0.0077317,,,
138,10:21:32,0.29405,-0.0076783,,,
138,10:21:33,0.29399,-0.0077642,,,
138,10:21:34,0.29392,-0.0076038,,,
138,10:21:35,0.2938,-0.0077941,,,
138,10:21:36,0.29357,-0.0077025,,,
138,10:21:37,0.2935,-0.0076566,,,
138,10:21:38,0.29337,-0.0076216,,,
138,10:21:39,0.2932,-0.0076305,,,
138,10:21:40,0.29313,-0.0076744,,,
138,10:21:41,0.29316,-0.0076859,,,
138,10:21:42,0.293,-0.007677,,,
138,10:21:43,0.2929,-0.0076884,,,
138,10:21:44,0.29235,-0.0077114,,,
138,10:21:45,0.2923,-0.0076159,,,
138,10:21:46,0.29317,-0.0076108,,,
138,10:21:47,0.294,-0.0076643,,,
138,10:21:48,0.29386,-0.0076216,,,
138,10:21:49,0.29367,-0.0076681,,,
138,10:21:50,0.29328,-0.0076935,,,
138,10:21:51,0.29312,-0.0076986,,,
138,# both sensors in the water,,,,,
138,10:21:52,0.29298,-0.0076846,,,
138,10:21:53,0.29295,-0.0075809,,,
138,10:21:54,0.29311,-0.0076872,,,
138,10:21:55,0.29332,-0.0076681,,,
138,10:21:56,0.29356,-0.0077063,,,
138,10:21:57,0.294,-0.0077209,,,
138,10:21:58,0.29426,-0.0075618,,,
138,10:21:59,0.29422,-0.0075217,,,
138,10:22:00,0.2946,-0.0076694,,,
138,10:22:01,0.29473,-0.0077133,,,
138,10:22:02,0.29494,-0.0078419,,,
138,10:22:03,0.29497,-0.0079501,,,
138,10:22:04,0.29479,-0.0078629,,,
138,10:22:05,0.29515,-0.0079545,,,
138,10:22:06,0.29529,-0.0080965,,,
138,10:22:07,0.29519,-0.0078495,,,
138,10:22:08,0.29508,-0.0077979,,,
138,10:22:09,0.29451,-0.0079437,,,
138,10:22:10,0.29422,-0.0078081,,,
138,10:22:11,0.29404,-0.0079157,,,
138,10:22:12,0.29378,-0.0078533,,,
138,10:22:13,0.29352,-0.0080456,,,
138,10:22:14,0.29368,-0.0079628,,,
138,10:22:15,0.29365,-0.0081754,,,
138,10:22:16,0.29373,-0.0081589,,,
138,10:22:17,0.29355,-0.0081207,,,
138,10:22:18,0.29326,-0.0077158,,,
138,10:22:19,0.29325,-0.0078851,,,
138,10:22:20,0.29314,-0.0079214,,,
138,10:22:21,0.293,-0.0077426,,,
138,10:22:22,0.29305,-0.0077063,,,
138,10:22:23,0.29303,-0.0077954,,,
138,10:22:24,0.29309,-0.0076439,,,
138,10:22:26,0.29322,-0.0075522,,,
138,10:22:26,0.29332,-0.0074536,,,
138,10:22:27,0.29344,-0.0077667,,,
138,10:22:28,0.29354,-0.0077069,,,
138,10:22:30,0.29365,-0.007656,,,
138,10:22:31,0.29385,-0.0077757,,,
138,10:22:31,0.29402,-0.0077082,,,
138,10:22:33,0.29412,-0.0078056,,,
138,10:22:34,0.29424,-0.0078546,,,
138,10:22:35,0.29427,-0.0077381,,,
138,10:22:36,0.29441,-0.0077489,,,
138,10:22:37,0.29429,-0.0076955,,,
138,10:22:38,0.29415,-0.0075904,,,
138,10:22:39,0.29382,-0.0077184,,,
138,10:22:40,0.29361,-0.0077508,,,
138,10:22:41,0.29364,-0.0076662,,,
138,10:22:42,0.29357,-0.0076172,,,
138,10:22:43,0.29361,-0.0075191,,,
138,10:22:44,0.29363,-0.0076044,,,
138,10:22:45,0.29393,-0.0076318,,,
138,10:22:46,0.29402,-0.0076503,,,
138,10:22:47,0.29427,-0.0077311,,,
138,10:22:48,0.2944,-0.0075955,,,
138,10:22:49,0.29439,-0.0077286,,,
138,10:22:50,0.29426,-0.0076585,,,
138,10:22:51,0.29449,-0.0077152,,,
138,10:22:52,0.29444,-0.0076827,,,
138,10:22:53,0.29436,-0.0078094,,,
138,10:22:54,0.29443,-0.0076789,,,
138,10:22:55,0.2945,-0.0077712,,,
138,10:22:56,0.29478,-0.0077878,,,
138,10:22:57,0.29491,-0.0077095,,,
138,10:22:58,0.29484,-0.0077438,,,
138,10:22:59,0.29488,-0.0077088,,,
138,10:23:00,0.29495,-0.0077636,,,
138,10:23:01,0.29526,-0.0078228,,,
138,10:23:02,0.2951,-0.0078081,,,
138,10:23:03,0.29512,-0.0077916,,,
138,10:23:04,0.29504,-0.0078508,,,
138,10:23:05,0.29469,-0.0077521,,,
138,10:23:06,0.29439,-0.0077967,,,
138,10:23:07,0.29416,-0.0077547,,,
138,10:23:08,0.29387,-0.0077145,,,
138,10:23:09,0.29387,-0.0076757,,,
138,10:23:10,0.29396,-0.0076948,,,
138,10:23:11,0.29374,-0.0076401,,,
138,10:23:12,0.29375,-0.0074727,,,
138,10:23:13,0.29363,-0.0075427,,,
138,10:23:14,0.29387,-0.0075389,,,
138,10:23:15,0.29349,-0.0074943,,,
138,10:23:16,0.29356,-0.0074574,,,
138,10:23:17,0.29327,-0.0074364,,,
138,10:23:18,0.2931,-0.0075287,,,
138,10:23:19,0.29288,-0.0074752,,,
138,10:23:20,0.29299,-0.0074625,,,
138,10:23:21,0.29276,-0.0075038,,,
138,10:23:22,0.29238,-0.0074147,,,
138,10:23:23,0.29219,-0.0073931,,,
138,10:23:24,0.29209,-0.0073651,,,
138,10:23:25,0.29206,-0.0073517,,,
138,10:23:26,0.29211,-0.007346,,,
138,10:23:27,0.29184,-0.0074249,,,
138,10:23:28,0.29186,-0.0074975,,,
138,10:23:29,0.29207,-0.0075611,,,
138,10:23:30,0.29185,-0.0075732,,,
138,10:23:31,0.29162,-0.0074275,,,
138,10:23:32,0.2917,-0.0074637,,,
138,10:23:33,0.29154,-0.0075541,,,
138,10:23:34,0.29171,-0.0074427,,,
138,10:23:35,0.29169,-0.0074701,,,
138,10:23:36,0.2916,-0.007507,,,
138,10:23:37,0.29147,-0.0074306,,,
138,10:23:38,0.29148,-0.007572,,,
138,10:23:39,0.29139,-0.0076089,,,
138,10:23:40,0.29141,-0.0075312,,,
138,10:23:41,0.2913,-0.0075828,,,
138,10:23:42,0.29124,-0.0075809,,,
138,10:23:43,0.29126,-0.007712,,,
138,10:23:44,0.2911,-0.0075306,,,
138,10:23:45,0.29091,-0.0075879,,,
138,10:23:46,0.29116,-0.0076203,,,
138,10:23:47,0.29085,-0.0075452,,,
138,10:23:48,0.2908,-0.0075128,,,
138,10:23:49,0.29086,-0.0075726,,,
138,10:23:50,0.29089,-0.0075019,,,
138,10:23:51,0.29092,-0.007565,,,
138,10:23:52,0.29082,-0.0075605,,,
138,10:23:53,0.29068,-0.0074962,,,
138,10:23:54,0.29066,-0.0076178,,,
138,10:23:55,0.29079,-0.0077406,,,
138,10:23:56,0.29069,-0.0075459,,,
138,10:23:57,0.29067,-0.0074771,,,
138,10:23:58,0.29072,-0.0075077,,,
138,10:23:59,0.2907,-0.0074924,,,
138,10:24:00,0.29058,-0.007586,,,
